Date,Open,High,Low,Close,Volume
2020/11/13,13755.29004,13802.70996,13620.88965,13754.54981,1241600
2020/11/16,13811.84961,13850.83008,13669.25,13850.83008,1416300
2020/11/17,13843.00977,13843.00977,13628.82031,13732.51953,1530800
2020/11/18,13710.01953,13773.58008,13602.69043,13658.2002,1457000
2020/11/19,13633.96973,13812.78027,13578.33008,13777.4502,1342200
2020/11/20,13789.98047,13865.71973,13773.20996,13852.41992,1311700
2020/11/23,13871.70996,14021.5,13795.91992,13955.28027,1795400
2020/11/24,13958.00977,13962.33984,13848.91016,13902.54004,1545700
2020/11/25,13923.66016,13933.79004,13656.08984,13656.08984,1566300
2020/11/26,13651.42969,13692.73047,13452.67969,13599.99023,1305000
2020/11/27,13627.86035,13690.87988,13542.67969,13690.87988,1288200
2020/11/30,13720.67969,13815.49023,13634.16016,13670.11035,1868100
2020/12/1,13650.38965,13940.90039,13646.69043,13930.37012,1788300
2020/12/2,13950.74023,13991.4502,13858.4502,13961.58008,1850300
2020/12/3,13955.98047,14009.50977,13889.62012,13970.67969,1781000
2020/12/4,13933.87988,14049.20996,13903.83984,14026.66016,1424800
